Age,Gender,Married,Salary,Annual Spend
25.8,Male,Single,26547.4,654.06
19.3,Male,Single,25883.11,660.33
34.9,Female,Single,29802.8,2192.99
24.7,Female,Single,27972.94,1542.35
49,Male,Married,50019.87,2979.72
56.3,Male,Married,53789.27,3258.7
20.8,Male,Single,29052.97,100
47.4,Female,Married,47263.01,3874.76
54.1,Female,Married,35476.43,1956.6
47.9,Male,Married,48276.19,3325.3
61.7,Male,Married,64196.01,2970.18
65.2,Male,Married,55498.44,3555.45
34.7,Female,Single,18826.63,2143.12
57.7,Male,Married,53870.11,3752.69
41.6,Female,Married,41138.21,2813.85
47.6,Female,Married,37832.22,
26.1,Male,Single,31953.25,422.93
63,Male,Married,52579.98,3372.7
18,Male,Single,30720.52,119.95
30.5,Female,Single,25507.2,1144.8
52.8,Female,Married,30849.71,3064.91
63.2,Male,Married,63310.68,3354.49
62.7,Male,Married,56831.38,2980.78
60.5,Male,Married,56552.69,3467.46
24.7,Male,Single,25254.25,854.22
49.8,Male,Married,54159.07,3289.72
53.3,Female,Married,39965.83,2371.5
54.2,Female,Married,35133.72,1962.32
40.3,Female,Married,39018.84,2669.79
74.6,Male,Married,47508.13,3929.67
63.5,Female,Married,32342.83,2387.01
63.9,Male,Married,50231.64,3008.59
66.7,Male,Married,59579.87,3368.41
56.2,Male,Married,57796.72,2784.16
29.7,Female,Single,24468.06,2186.3
53.2,Female,Married,35653.2,2403.3
24.4,Female,Single,24538.4,2726.81
26.3,Female,Single,19056.2,2040.66
56.4,Male,Married,59006.66,3088.64
63.6,Male,Married,53946.2,3089.97
50.6,Male,Married,57262.23,3253.77
54.6,Female,Married,34327.73,3371.29
27.9,Female,Single,20615.06,2336.2
58,Male,Married,55918.63,2305.13
18,Male,Single,30256.18,299.75
52.9,Male,Married,53275.18,2926.33
26,Female,Single,20341.4,2958.71
30.3,Female,Single,20487.28,2868.02
62.1,Male,Married,55942.25,3320.97
18,Male,Single,31750.95,378.15
61.9,Male,Married,55497.65,3244.56
59.8,Female,Married,34666.41,2180.48
60,Male,Married,60107.56,2213.96
41.3,Male,Married,54331.94,3108.04
26.5,Male,Single,33037.11,430.26
24.4,Male,Single,29945.99,455.06
64.7,Female,Married,40151.69,3519.65
32.2,Female,Single,25797.08,3396.39
51.8,Female,Married,33691.54,3797.97
24.7,Male,Single,29441.23,334.27
29.6,Female,Single,24023.19,2158.18
28.6,Female,Single,28449.09,1551.97
23.6,Male,Single,28514.27,620.11
18,Male,Single,27068.46,100
34.2,Female,Single,21464.29,2599.78
53.5,Male,Married,51381.41,3491.11
45.6,Female,Married,40312.37,2838.52
26.6,Female,Single,26363.33,3396.38
47.9,Female,Married,42885.29,1978.39
51.1,Female,Married,34285.01,2492.13
24.7,Female,Single,26080.14,1877.15
22,Male,Single,31734.57,736.53
27.3,Female,Single,17644.3,2078.2
23.3,Female,Single,17748.95,1750.96
27.3,Female,Single,25200.88,1530.1
48.4,Female,Married,36375.37,2062.94
65.7,Male,Married,51547.13,3470.21
57.8,Male,Married,51975.42,3267.53
50.3,Male,Married,61769.51,3045.52
46.2,Male,Married,50952.53,2935.31
52.3,Male,Married,61717.97,2982.62
58.1,Male,Married,57245.33,3648.05
27.3,Female,Single,26987.57,2535.18
27.8,Female,Single,26055.47,1797.5
43.4,Female,Married,33824.01,3338.16
26.2,Male,Single,31953,921.26
24.6,Male,Single,32297.11,493.95
34.6,Female,Married,37978.07,3588.57
31.2,Male,Single,30668.41,100
22.4,Male,Single,23634.01,909.39
67.3,Male,Married,55245.99,3144.78
55.9,Male,Married,58233.39,1853.32
60.4,Female,Married,43348.96,3547.61
49.2,Female,Married,36998.44,3306.02
60.2,Female,Married,43136.8,2872.27
25.1,Female,Single,24855.82,1613
24.9,Male,Single,25460.24,419.09
53.6,Female,Married,34104.83,3787.55
25.4,Female,Single,25358.75,3206.63
22.6,Male,Single,30582.12,100
50.7,Female,Married,35749.72,3364.75
35.2,Female,Married,42826.98,2721.73
20.4,Male,Single,31947.2,1200.57
47.5,Male,Married,59236.25,2692.13
26.1,Male,Single,30707.34,100
51.8,Female,Married,40714.25,1717.48
23.9,Male,Single,29105.71,151.01
27.1,Female,Single,20324.82,1822.42
56.8,Male,Married,52481.71,3666.54
23.8,Female,Single,30783.38,2008.78
45.3,Female,Married,34850.33,1575.38
57.7,Male,Married,55701.93,3408.25
61.4,Male,Married,57823.22,3334.53
54.5,Male,Married,53063.32,3077.32
57.6,Male,Married,44715.7,2904.51
47.6,Female,Married,42576.94,1713.37
18.5,Male,Single,27031.18,100
32.4,Male,Single,30951.55,615.51
26.5,Female,Single,26551.27,257.98
33.3,Female,Married,38941.91,1976.01
59.1,Male,Married,57595.56,2977.97
28.9,Female,Single,24849.1,2252.07
28.8,Male,Single,25761.76,100
55.9,Female,Married,35424.37,2886.5
21,Male,Single,25125.53,1300.16
29.2,Male,Single,31773.85,678.22
35.4,Female,Married,30292.95,2779.71
27.6,Male,Single,31381.33,100
48.6,Male,Married,60763.99,3636.64
22,Male,Single,27042.52,204.7
29.3,Female,Single,21038.68,2107
26.1,Female,Single,26155.62,1872.72
54.5,Male,Married,48637.42,3210.28
45,Female,Married,37579.25,3168.98
32,Female,Single,23899.11,2400.4
32.4,Female,Single,22876.63,2081.99
27.1,Female,Single,22168.4,1655.56
47.6,Female,Married,38663.16,1925.54
41.7,Female,Married,43195.22,2443.18
58.3,Male,Married,59750.84,3148.95
25.7,Female,Single,24321.79,1604.24
23.1,Female,Single,21699.75,2922.4
29.4,Female,Single,22437,2349.11
36,Female,Single,23796.25,2878.61
56.3,Male,Married,52124.79,2947.95
28.1,Male,Single,30580.93,246.07
55,Female,Married,39032.19,2498.51
51.3,Female,Married,28772.5,2739.97
25.1,Female,Single,16436.55,1293.31
35.3,Female,Single,29327.29,1922.22
26.2,Female,Single,22798.47,1806.21
58.9,Male,Married,52726.14,3628.6
61.2,Male,Married,52296.43,2890.27
21.7,Male,Single,33004.69,792.67
50.6,Male,Married,64487.98,3300.07
24.9,Male,Single,31989.88,1034.35
53.9,Female,Married,46756.4,2015.44
61,Male,Married,60839.66,2257.83
18,Male,Single,34388.98,1184.45
58.3,Male,Married,47149.14,3305.5
59.3,Female,Married,31971.48,2641.94
67.6,Male,Married,57589.12,3278.15
21.7,Male,Single,29965.24,1679.26
29.3,Female,Single,27017.32,2091.98
31,Female,Single,26551.32,1865.58
51.9,Female,Married,42976.77,2614.35
47.4,Female,Married,40975.53,2360.13
29.6,Female,Single,25089.27,2974.24
19.9,Male,Single,34640.6,887.48
25.5,Female,Single,21121.56,1562.06
27.6,Female,Single,22207.56,2296.43
52,Female,Married,43416.9,2967.98
20.4,Male,Single,30108.48,1056.94
25.4,Male,Single,31708.7,286.52
48.1,Female,Married,47992.9,1862.91
63.3,Male,Married,51723.37,2942.88
25,Male,Single,26988.2,402.16
30.2,Female,Single,25525.07,1833.56
58.7,Female,Married,43773.68,3144.96
31.6,Male,Single,27917.93,1141.17
25.9,Male,Single,32182.13,544.48
29.2,Male,Single,28496.49,174.74
57.1,Male,Married,56921.44,3408.76
42.8,Female,Married,34712.59,3053.3
24.4,Male,Single,26960.67,100
22.6,Female,Single,17358.19,1167.04
20.9,Male,Single,30778.27,407.5
47.8,Female,Married,39248.76,1877.27
26.1,Female,Single,26114.82,2219.69
26,Female,Single,23871.57,2287.72
31,Male,Single,24077.85,100
19.6,Male,Single,28103.7,1308.73
32.2,Male,Single,27469.41,1207.26
36.3,Female,Single,24377.83,2682.96
21.2,Male,Single,27880.39,1418.23
41.5,Female,Married,47575.4,2425.98
18,Male,Single,25986.54,568.46
46,Male,Married,52917.73,3118.35
59.9,Female,Married,36548.8,3183.5
35.6,Female,Single,22453.28,2379.87
45.6,Male,Married,58207.63,3354.21
28.6,Female,Single,25670.85,1681.74
57.3,Female,Married,52811.44,3772.54
53.1,Female,Married,38909.85,1987.99
23.4,Male,Single,28630.54,100
35.4,Female,Single,21925.41,994.59
18,Male,Single,26660.9,1003.38
23.7,Male,Single,32457.55,226.18
32.6,Female,Single,21433.07,1925.6
29.9,Female,Single,27761.08,2144.02
31,Male,Single,26535.35,324.28
38.5,Female,Single,25498.12,1737.1
48.3,Male,Married,53008.79,3110.33
19.6,Male,Single,29092.99,1242.95
55.9,Female,Married,45704.37,1550.52
22.7,Male,Single,30659.98,352.1
47.1,Male,Married,43176.34,2883.5
32.6,Female,Married,37586.74,2976.71
59.8,Female,Married,38280.19,2387.72
68.2,Male,Married,52995.17,2866.9
60.3,Male,Married,58095.2,3217.31
57.3,Male,Married,56498.78,2887.81
23.8,Male,Single,29690.06,680.69
46,Female,Married,29736.83,3846.81
23.2,Male,Single,30784.71,100
32.9,Female,Single,25988.31,1541.2
29.9,Female,Single,24054.96,1789.81
29.1,Female,Single,25148.53,1102.25
21.6,Male,Single,28801.13,100
31.8,Female,Single,24417.5,1248.79
31.1,Female,Single,23922.67,2507.65
26.3,Female,Single,26169.69,2012.45
54.1,Male,Married,55094.39,3579.24
40.7,Female,Married,36916.35,1996.93
27.7,Male,Single,26747.13,100
56.7,Male,Married,55244.03,3813.31
28.7,Female,Single,28226.57,2806.69
71,Male,Married,52078.55,3048.13
34.1,Female,Single,25616.37,1738.07
44.5,Female,Married,41813.52,3251.69
30.7,Female,Married,37338.53,3268.72
58.3,Male,Married,55799.53,2632.77
22.1,Male,Single,31275.51,1547.63
18.8,Male,Single,23883.3,514.92
22.9,Female,Single,24071.73,3055.97
56.2,Male,Married,40140,3291.14
27.1,Female,Single,26541.04,1926.03
43.3,Female,Married,39886.14,2242.2
24.9,Male,Single,32888.07,1941.35
52.7,Female,Married,45334.46,2262.99
50.1,Male,Married,57344.23,3341.16
45.1,Male,Married,59675.08,3086.61
65,Female,Married,39888.06,2552.31
27.9,Male,Single,31782.15,187.89
44.3,Female,Married,38543.79,1427.3
28.9,Female,Single,28817.56,3131.58
29.5,Male,Single,31369.76,662.88
60.4,Male,Married,56047.71,2795.15
57.9,Female,Married,33179.35,2726.79
58.1,Female,Married,28875.89,3257.83
64.8,Male,Married,55396.26,3142.45
18.5,Male,Single,27443.9,1033.35
48.5,Female,Married,44818.53,2666.3
52.1,Male,Married,47747.77,3522.53
31.9,Female,Single,22997.08,1855.64
40.1,Female,Married,35823.34,2299.22
35.3,Female,Single,21309.07,2074.66
31.1,Female,Married,30863.67,2232.02
25.4,Female,Single,25734.61,2601.5
36.1,Female,Single,25678.75,880.33
46.8,Female,Married,31335.91,3573.06
24.9,Male,Single,34376.63,665.36
25.8,Male,Single,28188.01,1129.34
28.2,Female,Single,23611.61,2372.83
45.6,Male,Married,58484.72,3358.36
46.4,Female,Married,41783.07,2884.89
51.3,Female,Married,39925.55,2719.18
57.9,Female,Married,30282.82,3440.8
60.6,Male,Married,51655.81,2948.77
30.5,Female,Single,19929.35,1219.55
51.1,Male,Married,50598.93,3760.65
48.3,Female,Married,35883.09,2343.24
24.8,Male,Single,26808.81,649.61
27.2,Female,Single,28422.19,1464.03
75.4,Male,Married,54274.65,3112.55
25.3,Female,Single,26370.84,2997.06
54.1,Male,Married,57525.08,3615.67
60.6,Male,Married,55551.47,3569.87
24,Male,Single,32210.84,122.66
38.3,Female,Married,41806.79,3642.97
27.2,Female,Single,24007.14,1803.79
70.4,Male,Married,61382.15,3121.65
30.3,Female,Single,28872.21,2538.44
49.4,Female,Married,39736.23,1466.31
50.4,Male,Married,57714.38,2833.3
18,Male,Single,28440.17,855.79
54.5,Female,Married,38869.33,2304.43
59,Female,Married,33727.45,2786.76
46,Female,Married,30703.26,2209
30.9,Female,Single,19892.62,2358.03
41.7,Female,Married,31968.77,1704.66
26.7,Male,Single,34196.45,187.27
25.1,Male,Single,31520.71,195.59
27.1,Male,Single,31039.3,653.54
22.5,Male,Single,24158.78,514.26
30.2,Female,Single,22294.63,1986.51
51.6,Male,Married,48755.81,3079.6
21.6,Male,Single,25976.15,1181.11
70.1,Male,Married,63618.67,3495.92
63.4,Male,Married,57056.11,3070.84
76.7,Male,Married,50303.61,3539.21
18.9,Male,Single,31885.2,882.54
31.5,Female,Married,34585.69,3143.04
27.9,Female,Single,28770.74,1850.17
69.1,Male,Married,58819.59,3046.39
45.8,Female,Married,27820.04,4095.57
26.6,Male,Single,27024.82,651.01
48.6,Female,Married,44207.03,3346.88
62.3,Male,Married,46116.07,3409.19
64.2,Male,Married,53474.48,3222.6
24.9,Female,Single,24847.64,2198.5
18.3,Male,Single,28657.75,327.75
41,Female,Married,40738.58,2904.43
23.8,Male,Single,32527.28,578.42
19.3,Male,Single,31358.51,331.13
61.2,Male,Married,51103.25,3670.47
18,Male,Single,30904.54,100
19.9,Male,Single,32051.89,527.24
66.7,Male,Married,57829.89,3739.16
19.6,Male,Single,29988.3,1159.5
68.1,Male,Married,53941.45,3420.97
27,Female,Single,23028.83,2036.81
21.4,Male,Single,31595.4,641.38
47.8,Male,Married,53603.33,3590.43
42.4,Female,Married,39520.11,4292.86
28.8,Female,Single,22408.56,1741.99
53.9,Female,Married,32061.28,2832.03
50.7,Male,Married,55618.02,2476.62
23,Male,Single,29006.36,100
43.7,Female,Married,39095.87,3362.13
29.3,Female,Single,29755.77,2496.1
34.2,Female,Single,26598.15,2679.38
33.7,Female,Single,22717.97,1563.04
31.2,Female,Single,24741.89,2037.64
26.9,Male,Single,26221.03,613.77
64.2,Male,Married,62353.99,3350.9
74.7,Male,Married,55811.73,2199.41
26.3,Female,Single,18945.58,2172.75
25.1,Male,Single,30963.46,327.69
24.3,Male,Single,28516.17,663.03
46.8,Female,Married,37642.82,3131.15
26.6,Male,Single,30576.32,100
21.2,Male,Single,31879.05,1028.16
60.2,Male,Married,54629.47,2692.58
62.5,Male,Married,61081.45,3270.43
49.3,Female,Married,36409.49,3215.64
63.5,Male,Married,56612.49,2503
20.2,Male,Single,31888.92,318.37
28.7,Male,Single,25459.61,170.62
27,Male,Single,26732.57,866.78
18,Female,Single,22866.14,921.02
33.6,Female,Single,21289.63,2356.17
69.7,Male,Married,59888,3320.05
64.6,Male,Married,47824.4,3232.97
27.5,Male,Single,30378.64,1315.77
53.2,Female,Married,34101.23,3289.55
53.3,Female,Married,37169.47,2565.96
47.6,Female,Married,33751.2,3310.44
51.7,Male,Married,59204,2814.06
30.7,Female,Single,27053.17,2051.47
24.6,Male,Single,30309.73,354.66
23.7,Male,Single,24857.36,177.28
50,Male,Married,52915.46,2970.06
41.9,Male,Married,61190.21,2243.22
28.6,Male,Single,26947.96,466.46
54.9,Male,Married,55563.05,2842.69
57.9,Male,Married,50743.08,2854.78
33.7,Female,Single,27417.35,1960.28
19.1,Male,Single,29761.93,100
53.7,Male,Married,52214.75,3246.28
44.8,Male,Married,54591.81,2524.91
31.4,Female,Single,22875.15,1453.02
42.4,Male,Married,47272.24,3560.13
29.6,Female,Single,24938.49,2730.28
50.4,Female,Married,31022.16,2917.89
26.3,Female,Single,25187.96,783.09
50.8,Female,Married,39504.33,3967.26
33.9,Female,Single,21328.7,2051.34
20.5,Male,Single,31893.75,138.84
28.4,Female,Single,23088.5,2032.99
45.9,Female,Married,41143,2879.93
31.4,Female,Single,25201.25,1683.88
24.9,Male,Single,32559.95,317.94
29.3,Male,Single,30660.62,455.21
28.3,Male,Single,32039.33,700.53
61.4,Male,Married,56552.46,3092.83
70.6,Male,Married,62134.23,3848.56
35.1,Female,Married,32659.73,3566.76
24.3,Male,Single,27658.58,362.28
30.2,Female,Single,22456.44,2831.68
22.3,Female,Single,23197.84,1389.97
27.8,Female,Single,24436.91,1033.58
27.9,Female,Single,24482.22,1344.79
56.8,Male,Married,57532.66,3923.04
68.1,Male,Married,49478.11,3598.05
26.8,Female,Single,27760.48,1766.78
25.1,Female,Single,24196.92,1441.27
22.2,Male,Single,30833.39,888.39
21.3,Male,Single,26943.4,788.07
25,Female,Single,25762.92,1545.38
30.6,Female,Single,27777.74,3002.33
31.1,Female,Single,20560.68,1261.03
25.1,Male,Single,22747.26,627.43
29.9,Female,Single,23341.41,2530.48
22.5,Female,Single,24310.57,1308.34
25.2,Male,Single,31487.75,1663.06
53.7,Female,Married,26452.97,3246.51
46.6,Female,Married,47289.14,2896.36
40.9,Female,Married,39150.4,2995.49
39.8,Female,Married,36742.39,2576.7
25.8,Female,Single,25265.15,2473.38
52.2,Female,Married,33857.04,3304.04
24.6,Female,Single,22212.07,2750.16
58.5,Female,Married,36356.95,2624.99
45.6,Female,Married,36744.2,1926.62
49.7,Female,Married,32700.47,3317.64
61.5,Male,Married,43330.03,3032.16
29.4,Female,Single,25236.6,2402.18
28,Female,Single,23701.19,2435.8
31.3,Male,Single,29030.42,1204.71
25,Female,Single,29061.75,1334.36
20.7,Male,Single,25039.36,230.25
33.4,Female,Single,24379.41,2569.88
58.6,Female,Married,34709.02,2228.6
26.6,Female,Single,21427.54,1477.46
49.5,Female,Married,46874.55,3648.1
34,Female,Single,22802.18,2017.63
45.8,Female,Married,34911.28,3384.59
43.5,Female,Married,42043.65,2282.09
54,Female,Married,38184.32,2311.97
58.3,Male,Married,58916.26,3509.45
25.9,Male,Single,27770.75,100
24.7,Male,Single,28848.51,336.4
23.8,Male,Single,31307.74,377.96
51.1,Female,Married,38799.43,3606.5
26,Male,Single,26508.96,260.57
55.4,Female,Married,38868.33,2557.51
51.3,Female,Married,26750.17,2815.59
29.4,Female,Single,22728.83,1638.17
27.7,Male,Single,28118.17,548.32
56.1,Male,Married,46506.91,2661.91
25.8,Male,Single,27169.7,545.8
51.9,Female,Married,44321.73,3851.91
73.3,Male,Married,54311.56,2932.33
27.9,Female,Single,20640.37,1731.87
41.4,Female,Single,25090.89,2433.33
26.7,Male,Single,37751.22,345.61
24.3,Male,Single,30959.74,1865.45
18.9,Male,Single,28293.78,945.07
58.2,Male,Married,57996.82,3225.2
58.9,Male,Married,57328.86,2475.38
48.4,Male,Married,58510.72,3010.85
32.5,Female,Single,20691.14,1642.33
75.9,Male,Married,53491.43,3140.37
18.7,Male,Single,27165.57,873.73
23.3,Male,Single,29785.54,809.34
27.4,Male,Single,32990.3,134.73
18.6,Male,Single,30861.92,384.42
43,Female,Married,35367.84,3156.47
56.2,Female,Married,34268.53,2776.98
22.3,Male,Single,24084.01,701.41
31.4,Female,Single,23183.5,1785.67
46.3,Female,Married,39023.35,2117.73
26.3,Female,Single,19907.06,1919.71
47.6,Female,Married,40583.95,2510.18
51.5,Female,Married,41633.42,2970.89
23.1,Male,Single,29816.29,342.65
34.5,Female,Married,36039.01,2496.9
38.9,Female,Married,34254.89,3633.34
53.4,Female,Married,42960.68,2970.04
58.9,Female,Married,36580.56,3263.76
39.8,Female,Single,25547.49,2012.08
30.2,Female,Single,21845.56,2453.98
57.9,Male,Married,51322.69,3478.42
50.2,Female,Married,31172.13,2513.04
21.2,Female,Single,23879.95,2486.94
26.8,Male,Single,31505.59,476.93
51.5,Female,Married,31472.74,2679.53
52,Male,Married,48453.56,3549.72
63.6,Male,Married,59382.57,3671.95
62.2,Male,Married,51457.47,2557.08
33.6,Female,Single,21659.93,1623.96
57.3,Male,Married,56142.48,3370.6
30.7,Female,Single,23781.75,1866.53
35.3,Female,Married,26888.46,3661.43
20.7,Male,Single,34201.36,1041.58
56.9,Female,Married,23897.28,1656.5
41.7,Male,Married,51254.21,3094.02
57.9,Male,Married,55253.84,3018.99
29,Female,Single,26387.9,2128.11
31.8,Female,Single,25910.21,2125.86
25.2,Male,Single,32529.51,194.14
26.7,Female,Single,20180.95,2871.37
44.6,Male,Married,58257.67,3493.43
53.7,Female,Married,38074.63,2048.37
44.5,Female,Married,36193.08,2524.19
73.2,Male,Married,51391.25,2839.81
70.2,Male,Married,61157.41,3950.19
46.5,Male,Married,54446.39,2520.3
26.6,Male,Single,26799.4,551.04
58.2,Female,Married,31502.76,3335.05
34.5,Female,Single,24729.74,3220.4
57,Male,Married,60464.06,3636.66
23.2,Female,Single,22725.24,1790.91
25.7,Male,Single,32478.86,111.39
24.4,Male,Single,28967.07,100
56.5,Female,Married,33667.32,2911.94
29.8,Female,Single,21103.29,1824.16
60.6,Male,Married,53150.79,3112.71
36.4,Female,Single,25085.17,1987.97
53.8,Male,Married,52928.06,3527.55
56.6,Female,Married,35748.73,2900.12
41.5,Female,Married,39628.63,2883.6
25.4,Female,Single,21094.47,2029.3
18,Male,Single,31493.69,402.83
50.9,Female,Married,33437.46,2741.08
57.5,Male,Married,54708.26,2672.27
66.2,Male,Married,52350.27,2546.09
34.9,Female,Single,23635.71,1616.1
26.8,Male,Single,31371.6,100
48.4,Female,Married,40542.9,2613.4
55.2,Male,Married,54231.11,2357.55
47.2,Male,Married,48030.19,2959.48
50.7,Female,Married,52905.35,2507.33
48.7,Male,Married,55143.56,2365.32
33,Female,Single,22618.5,1997.51
46.5,Female,Married,42889.31,3580.98
31,Female,Single,21310.04,2300.06
28.9,Male,Single,30551.43,389.39
57.4,Male,Married,62416.8,3321.06
45,Female,Married,26556.66,3724.75
60.9,Male,Married,57807.54,3549.76
20.8,Male,Single,26371.8,615.37
55,Male,Married,58642.29,3519.5
35,Female,Single,24593.92,2115.01
49.6,Male,Married,55435.27,3486.99
19.9,Male,Single,33149.22,768.29
28.9,Female,Single,21884.91,2181.9
64.2,Male,Married,55157.32,3248.43
54.9,Male,Married,49914.52,3980.34
58.7,Male,Married,58017.8,3478.97
47.2,Female,Married,44977.62,3145.97
28,Female,Single,26958.36,1749.21
25.7,Male,Single,30563.95,1087.33
48.5,Female,Married,27250.97,4186.55
44.1,Female,Married,35889.39,2657.36
28.6,Male,Single,26663.92,126.28
31.3,Female,Single,23588.35,2000.07
19.4,Male,Single,33207.2,100
30.2,Female,Single,23866.53,2329.91
51,Male,Married,55016.45,3026.35
49.8,Female,Married,35129.41,2180.82
34.8,Female,Married,39154.15,3480.73
59.7,Male,Married,53002.7,3704.09
56.7,Male,Married,47369.18,3009.95
25.7,Female,Single,32177.61,2318.87
23.5,Female,Single,27483.69,2040.81
58.9,Female,Married,36680.02,3880.32
23.9,Male,Single,28909.99,1016.68
24.8,Male,Single,29253.23,790.21
60.6,Male,Married,52390.3,2532.25
22.6,Male,Single,24252.94,335.43
29.2,Male,Single,29415.41,1185.28
24.8,Female,Single,23986.47,1236.89
28,Female,Single,25012.39,2360.46
27.3,Male,Single,31169.31,100
25.3,Female,Single,22741.15,1711.42
